IDX,Acct_Mgr_Quality,Acct_Team_Ability,Acct_Team_Breadth,Acct_Team_Contribution,Acct_Team_Engagement,Acct_Team_Info,Acct_Team_Leadership,Acct_Team_Plan,Acct_Team_Problem_Solver,Acct_Team_Sales_Support,Acct_Team_Satisfaction,Communications,Competitor_Comparison,Continue,Credit_Score,Ease,Joint_Service_Delivery,Loyalty,Mktg_Proj,Online_Tools/Applications_Satisfaction,Online_Tools_Colloboration,Online_Tools_Ease,Online_Tools_Effectiveness,Online_Tools_Help,Online_Tools_Sufficient,Online_Tools_Timeliness,Operation_Support_Quality,Partnership_Committed,Product_Quality,Profit,Relationship,Sales_Expectation,Sales_Training,Satisfaction,Service_Account_Team_Satisfaction,Service_Sales_Support,Service_Support,Solutions_Support,Support_Importance,Support_Mgr_Quality,Support_Quality,Svc_Proj,Team_Comparison,Value,Will_Recommend,Prediction
881,3.8093911706,3.7181583942,3.4980466284,3.4401361219,3.1332023783,3.6748269168,3.5477768531,3.3651523321,3.7275987207,3.5479722674,3.7468606063,3.7861260205,3.7279999934,4.7990714078,1,3.4312835313,3.3234204995,0,3.8864418246,3.7049045076,3.6546246824,4.3028809311,3.7501120143,3.4976844541,3.3015413664,3.4980466284,3.4980466284,4.5406998524,4.3614192803,3.867486785,3.6988457092,3.9988794111,3.4584171118,3.8727635538,3.6489895686,3.5830175243,3.4875146771,3.5441627359,4.8976847661,3.9499740747,3.9927569135,3.8745678661,3.9846778684,3.7270053043,4.7377028173,110.823339587
882,3.9980425347,3.8798580256,3.5576627396,3.7244613686,3.5173461913,3.8434538066,3.5429667701,3.6057699462,3.9158551771,3.786606452,3.9076223901,3.8009169667,3.7022235196,4.5998575735,1,3.6091375893,3.5524846229,0,3.9688888603,3.6072743481,3.5910296168,4.1307551764,3.6556678588,3.5435937702,3.356637709,3.5576627396,3.5576627396,4.4207607417,4.2553387988,3.8871504557,3.8994195956,3.8389568276,3.7114392578,3.9919424561,3.7816091739,3.7183549572,3.6660652752,3.6807852891,4.6154088674,4.0421713494,3.9993859319,3.9276593139,3.96802101,3.7003180445,4.5450986085,107.480709329
883,4.1090007113,3.9681837448,3.7817465151,3.7829449024,3.6250155217,3.9776633715,4,3.7610243427,4.0054393168,3.8630501908,3.9469797288,4,5,4,1,3,3.5683345527,1,4,4,4,3,3.6038178852,4,3,3.7817465151,3.7817465151,4,5,3,4,4,3.7761576752,4,3.77724378,3.7489058921,3.6744329548,3.6985770105,5,4.1543958443,4,3.9278298403,4.1246268428,4,4,107.480709329
884,4.1550064353,4.0237933545,3.7249980317,3.8958889807,3.5542949699,4.0190484498,3.6455144899,3.796408579,4.0660267301,3.9426834213,3.8731230333,4,4,4,1,4,3.8003495222,1,4,3.5965110565,3.577677307,4.1262039503,3.6433689125,3.5966878355,3.4588610553,3.7249980317,3.7249980317,4,5,4,3,4,3.7171729761,4,3.9563244478,3.9359444663,3.8858914488,3.8801567191,4,4.147471403,4,3.9181192523,3.9197555135,4,4,107.480709329
885,5,4,3.3978447191,3.6229563372,2,4,3.4595917844,4,4,4,4,4,3.7443803529,4,1,4,3,1,4,3.6430492472,3.6234764972,3.8956489997,3.6817743837,3.3464710144,3.4119298032,3.3978447191,3.3978447191,4,4,4,4,3,4,4,3,3.581726631,3,3,4,3,4,3.7717231482,3.8190398478,4,4,112.75263919
886,3,3,3.1901063877,2.4781973332,3,2,3.1456684728,2.5251628494,3,2.5488042473,3,3.1478277149,1,4,3,2,2.7651114399,3,4,3.6578059819,3.4326020535,3.8317926226,3.6963016606,3.1616554622,3.1160978813,3.1901063877,3.1901063877,3,4,3,2,3,3,3,2.9154527386,2.9929881408,2.8566647137,2.9318548609,4,3,4,3,2,2,2,111.729075
887,4.2833301771,4.1922042499,3.6318375419,3.9833547339,3.8848239214,4.1249473845,3.7816514285,3.9417069312,4.2074007876,4.0765181331,4.2362932183,4.116733612,4.1245767912,4.7641253609,1,4.0315529116,3.7105575995,0,4.2278052659,3.9551490143,3.9606080595,4.2819603853,4.0067574061,3.7293280137,3.6797237024,3.6318375419,3.6318375419,4.6654718502,4.4218664948,4.1528636347,4.3148482082,3.9630482582,4.0740126164,5,3.9202567325,3.8852436965,3.8050590255,3.8632200667,4.7991020557,4.3023593585,4.3068056822,4.2113757833,4.3243646028,3.931618876,4.7505517957,107.480709329
888,4.5025045241,4.4127512001,3.8058450385,4.1906036327,3.9814176658,4.3345736522,4.0043187966,4.1379901983,4.4232442767,4.2862301055,4.3849606051,4.304334061,4.2727987225,5.0107862329,1,4.1898802293,3.9442238517,0,4.4328001718,4.1349761818,4.1452223522,4.5093242108,4.1935452743,3.9385573181,3.8609756315,3.8058450385,3.8058450385,4.9073744957,4.6313265048,4.338651027,4.4852274132,4.1813011989,4.2029441102,5,4.1604493641,4.1258937009,4.0442729178,4.1007381143,5.0648307838,4.5119659428,4.4994219564,4.4121220864,4.5531120737,4.1371188007,4.9976225882,107.134204355
889,4.1676896868,4.0665135911,3.4650503554,3.8550444958,3.4619190336,3.9998503586,3.639874029,3.7923669284,4.0795465166,3.9405098176,3.8780840058,3.8667969787,3.7567490118,4.5403459513,1,3.6847063444,3.6813919948,0,4.0179235256,3.6532005781,3.6644960846,4.1049631275,3.7155572055,3.5418542332,3.4480598164,3.4650503554,3.4650503554,4.4092603498,4.2076746856,3.8758187337,3.9924900733,3.7992568039,3.6945682927,4,3.8684756938,3.851947605,3.7746552184,3.8120383309,4.5441514828,4.1437672895,4.0350392024,3.9697177422,4.1171907788,3.7124803291,4.5193623573,112.75263919
890,5,5,4.0960100729,4.6970024689,4.6630857772,5,4,5,5,5,4.8403804464,5,4.6759249408,5,1,5,4.3740045657,1,5,5,4,4,4.5862827219,4,4,4.0960100729,4.0960100729,5,5,5,5,5,4.7767054851,5,4.4753002699,4.5005374338,4.4104835738,4.4817718367,5,5,5,4.7448272992,4.8310198235,5,5,110.823339587
891,5.1166800919,5.0562682923,4.1401456682,4.8790660141,4.8064845475,4.9824520545,4.5313352771,4.9135263897,5.0612719269,4.9640812547,4.9289311689,5,4.520940219,5,1,5,4.6060593438,1,4.8899868512,4.7126124235,4.7475735803,4.7109765383,4.7865148516,4.4188880315,4.5543294898,4.1401456682,4.1401456682,5,5,5,5,4.2048277818,4.9082804591,5,4.6458297326,4.704158442,4.6127797896,4.6853301418,5,5.0058752462,5,4.8363660423,4.7862798263,5,5,107.480709329
892,3.9545708529,3.8648553769,3.4243221321,3.6080800322,2.9969696549,3.8093797168,3.6256451657,3.5199286728,3.8695094844,3.6996315203,3.5911032035,3.7284588418,3.3921277547,4.6118173022,1,3.3806147595,3.589207156,0,3.8752844592,3.6084741047,3.5827167847,4.2175913967,3.6790545826,3.5228705372,3.3227165516,3.4243221321,3.4243221321,4.3948728666,4.2200163344,3.7389543496,3.6573487069,3.8316335408,3.3337322352,3.8291000643,3.8263941926,3.8072106176,3.7176140267,3.7535529304,4.6638481979,3.9914328062,3.8995723027,3.8158007814,3.8898774355,3.6440530011,4.5626889789,110.823339587
893,3.8740823403,3.8016624055,3.577187394,3.5459765952,3.558437499,3.788189413,3.6154109013,3.5567702802,3.8129461017,3.6547367355,3.9582590346,4,3.8420005799,5,1,3,3.3681253908,1,4,3.9313848645,3.8708759947,4.2386519495,3.9654853873,3.5597398759,3.54237289,3.577187394,3.577187394,4,4,4,5,4,3.7769871833,4,3.6127126807,3.5936473266,3.4843315898,3.5648825676,4,4.0049241303,4,3.9239007284,3.8820318738,3,5,112.75263919
894,4.1929800561,4.1047025964,3.7922384448,3.9751171606,3.7598168887,4.1204083069,3.8595457407,3.9303976306,4.1379367649,4.0220752488,3.9816841484,3,3.4064809206,4,1,4,3.9534969356,1,4,3.9491191921,3.9017927126,4.2463128756,4.0078781217,3.8139552199,3.7617135872,3.7922384448,3.7922384448,4,5,5,4,3,3.8966584985,5,4.0368177063,4.0725717439,4.0018168428,4.0207820795,5,4.1923159764,3,3.9725144801,3.6874071881,4,4,107.134204355
895,5,5,4.3187596396,5,5,5,5,5,5,5,5,5,5,5,1,5,5,1,4.9681758348,5,5,5,4.7768934354,5,5,4.3187596396,4.3187596396,5,5,5,5,4,5,5,5,4.8838878205,5,5,5,5,5,4.8925512029,5,5,5,110.971514196
896,4.3381627373,4.2635661761,3.76515032,3.9945809352,3.399602905,4.219954625,4.0218430555,3.9624757839,4.2607612047,4.0924401406,3.9268335725,4,3.67985732,5,1,4,3.9953437961,1,4.203991186,4.0354883439,4.0055590989,4.5178834926,4.1075534604,3.8747621769,3.7741301296,3.76515032,3.76515032,4,4,4,4,3,3.7159351864,4,4.1771705055,4.203000955,4.0965713402,4.1471127269,5,4.3511283013,4,4.1326669417,4.1434160982,5,5,107.480709329
897,4,4,3.8210818176,4,3.8786918938,4,3.82481424,4,4,4,4.0345040316,4,3.6583830048,4,1,4,3.7917040546,1,4.0130002255,4.0721294834,4.0038018153,4.1958948827,4.1081052097,3.7230889046,3.8475320173,3.8210818176,3.8210818176,4,4,4,4,4,3.985166521,4,3.8679583907,3.9377621843,3.831407645,3.8911946467,4,4,4,4,3.6691152742,5,4,110.971514196
898,3.8613973024,3.6856337342,3.7033973667,3.6291457605,3.4935184866,3.6817884679,3.3434507076,3.3932392264,3.7617214021,3.6481452597,3.8780086213,3.6360835438,3.7284792595,4.6902385909,5,3.3691756421,3.4465821142,0,3.902089479,3.3074426249,3.2804910375,4.0893330053,3.3344697425,3.4576838372,3.0935887828,3.7033973667,3.7033973667,4.4174381143,4.3009947086,3.8595384089,3.7175102023,3.9743841653,3.6387611743,3.8533320293,3.7386197887,3.5935922329,3.5951656222,3.5487623403,4.6923521769,3.9508635777,3.8823847707,3.8584464754,3.9250428553,3.6628747667,4.5835855133,111.182040816
899,4,3,3.5509878427,3.4056865281,2.8534077988,4,3.4799093109,4,4,3,3.4675371902,3,4,5,1,3,3.370301904,1,3,3.4916938493,3.43453521,4.1521424259,3.5232532909,3.3008436831,3.213744327,3.5509878427,3.5509878427,4,4,3,3,5,3.1887190663,3,3.6446908561,3.6369948311,3.5209798515,3.5705826017,4,5,4,4,4,3,5,110.823339587
900,5.1900083322,5.1496594847,4.2566472327,4.9424252669,4.667537943,5.0789373669,5,4.9677146373,5.1438424255,5.0294465554,4.8921126968,5,4.3069502001,5,1,5,4.8101867601,1,4.981039965,5,5,5,5.0017958173,5,5,4.2566472327,4.2566472327,5,5,5,5,4.3187839244,4.8425694385,5,4.8478817273,4.9277371369,4.8240104975,4.8982289431,5,5.0935104287,5,4.9064427132,4.741364014,4.5848379165,5,107.134204355
901,4.0508174024,4.0015991036,3.5271626079,3.7833870419,3.6210056631,3.9866859662,4,3.8105958184,4.0066945697,3.8712825823,3.9024772764,4,3,4,1,4,3.7164826859,1,4,4,4,4,4.0849422872,4,4,3.5271626079,3.5271626079,4,4,4,4,4,3.8100084427,4,3.8199455825,3.8775716578,3.7679777334,3.8395146479,4,4.0708923622,4,4,3.6551374456,4,4,107.480709329
902,4,4,3.659109497,3.9922412467,3,4,3.9556895951,4,4,4,4,4,5,5,1,4,4,1,5,3.8911064827,3.8747476166,4.3831179001,3.9711069965,3.7875608963,3.6887518935,3.659109497,3.659109497,4,4,4,4,3,3,4,4,4.2050919079,5,4,5,4,5,4,5,3.8387529651,5,107.480709329
903,4.3365724795,4.297548185,3.5105149501,4.1320235024,3.9072552803,4.325577934,4,4.302607379,4.2991346891,4.2028931788,3.82803366,4,4,4,1,4,4.1106034096,3,3.8934803218,4,4,4,4.0699728379,4,4,3.5105149501,3.5105149501,4,4,4,4,3,3.9446021393,4,3.9466609111,4.1617641355,4.0340182454,4.1050925579,1,4.1628739384,4,3.7494984566,3.3572731417,3,4,107.480709329
904,5,5,4.1413499176,4.6714553022,5,5,4.1817377458,5,5,5,5,4,5,5,5,5,4.4141072073,1,5,4.4108482144,4.4096989755,4.3720343024,4.468351651,4.2925702046,4.3056646001,4.1413499176,4.1413499176,4.577265553,5,5,5,3.7782799407,5,4.8320910329,4.3934073514,4.4034661796,4.3892545833,4.387339804,4,5,5,5,3,3,5,111.182040816
905,5,4,3.9522533968,4.2312149531,3.2731153142,5,3.8753383926,4,5,5,3.8514159552,2,3,5,1,2,4.2086806956,1,2,3.465732703,3.4904063938,4.4181588961,3.5270307746,3.7533521334,3.438476102,3.9522533968,3.9522533968,5,5,5,5,5,3.5691208839,4,4.4253012815,4.3707141107,4.33884905,4.289376478,5,5,2,5,2,4,5,110.823339587
906,5,4,3.5458794162,4,3,4,4,3,4,4,4,4,5,4,1,4,4,1,3,4,4,4,3.5731501093,3,3,3.5458794162,3.5458794162,4,4,4,4,4,4,4,4,3.7040149954,3,4,4,5,4,3,5,3,4,107.480709329
907,3.7689179413,3.6379390547,3.579775949,3.4526123195,3.2964354719,3.6908785258,3.2924645869,3.4768052802,3.6753653372,3.5293476669,3.5625950966,3,3.6586449813,4,1,3,3.3314815457,3,3.6019080588,3.3673345213,3.3094810456,3.7956012104,3.3767729706,3.1642432035,3.2149934385,3.579775949,3.579775949,3,4,4,2,3.6704787458,3.4295158595,4,3.489460343,3.507054395,3.4181382506,3.444973242,4,3.8245552046,2,3.5359906185,3.5822591227,3,4,110.971514196
908,4.538453724,4.4746306254,3.7224130265,4.3067415375,4.3576581903,4.403207069,4.0379183836,4.2973533559,4.4879800489,4.3878901238,4.531218147,4.3637892548,4.1015188068,4.70953456,1,4.4746178579,4.0179888605,0,4.4435367884,4.2885304236,4.3056744985,4.3566407858,4.3559814462,3.9988107485,4.0437487596,3.7224130265,3.7224130265,4.7294589762,4.4626207631,4.3290109152,4.6942448323,3.8484475078,4.470457364,5,4.1255377586,4.1362477279,4.0558045696,4.124819895,4.7162343974,4.4971789733,4.5280071778,4.4113490456,4.3275270458,4.0652715668,4.7242703217,107.480709329
909,4.4766907245,4.4407082079,3.9628583029,4.2986001635,4.7434191094,4.4747891042,4.128703643,4.4450911883,4.4607411359,4.3756214537,4.61270342,4,3.9858433928,4,5,5,4.0714610455,1,4.3535476449,4.5991515209,4.5502191953,4.2837417267,4.6395705874,4.0524941721,4.3776185938,3.9628583029,3.9628583029,4,4,3,4,4,4.7110487216,5,4.0389274478,4.1543336074,4.0399264616,4.1363868164,4,4.4653214149,4,5,3.8374557074,4,4,110.053877551
910,5,4.3981383935,3.7413058622,5,3.724463957,4.3218334598,3,4.1449279978,4.4578624809,4.351830492,4,4,5,5,3,4,3.9102922469,1,5,2,3,4,3.0352429926,2,1,3.7413058622,3.7413058622,5,4,5,5,4,3.8433972285,5,4,4.0133880527,4.0125230546,3.9554567249,5,5,4,4.1328588916,5,4,5,120.616363636
911,4.6507390865,4.5792540465,3.8597882927,4.3613695154,4.0269288454,4.5623374396,4.1108966591,4.4553821447,4.5800497854,4.4535253038,4.1996321681,4.2979420647,3.9546451335,4.2974448393,1,4,4.2444227689,0,4.3080099556,4.1751267156,4.1749694392,4.2754534222,4.2356643424,3.8877150083,4.0888237646,3.8597882927,3.8597882927,4.2324310706,4,4,4,3.8567292861,4.167399633,5,4.2523805464,4.3675473336,4.2512321498,4.3164765589,4.0962716221,4.5442831059,5,4,4.1779286897,4,4.3116789612,107.480709329
912,4.0922616487,4.0192107061,3.4749744569,3.8171037348,3.6847771226,3.9664576235,3.6977069381,3.7834224677,4.031795109,3.9029005752,4.0134019308,3.9534437649,3.6762381137,4.5065278091,1,3.8774387049,3.6329119352,0,4.0395751219,3.8875058176,3.874987178,4.1548506425,3.9497473701,3.6470957499,3.6018478553,3.4749744569,3.4749744569,4.4183705307,4.2211574369,3.9428128865,4.1026910583,3.6944547635,3.8764414926,4.1424393286,3.8014960677,3.7965487268,3.7106493699,3.7697312799,4.5264898234,4.1088010362,4.1187165928,4.0018316312,3.9462411136,3.7379206955,4.4899049114,107.480709329
913,4,3.9406116882,3.7282093946,3.8030041768,3.6831690811,3.9532010774,3.8419393683,3.7302521667,3.9725145205,3.8511195946,3.9644811457,4,3,5,1,4,3.8093161141,1,4.0278229517,4.0369701409,3.9654615429,4.3350940996,4.1011214691,3.8607122964,3.7325084522,3.7282093946,3.7282093946,4,4,4,4,4,3.8509040295,4,3.9396932014,3.9502965729,3.8788012558,3.907224949,4,4,4,3.9468008635,3.5361069873,4,5,112.75263919
914,5,4,3.8890426141,4,4,5,4.0081855562,4,5,4,4,4,4,5,1,4,4.0953836342,1,5,3.919483495,3.9444821412,4.4667202823,3.9736690228,3.8336587307,3.775052053,3.8890426141,3.8890426141,5,4,4,4,5,4,5,4.2935660772,4.2854032099,4.1983792322,4.2346738548,5,5,4,4.3502481734,5,4,5,112.75263919
915,4,3,3.4245081259,2.9865228891,2.3739215303,3,2.960034412,2,3,4,2.9187841409,3,3.1577822627,4,1,2,3.0499707121,3,3.2110907964,2.7930324163,2.7083077118,3.6849895283,2.8012397392,2.8300591127,2.6413760129,3.4245081259,3.4245081259,3,4,4,2,3,2.6405535203,3,3.3087089075,3.2782821854,3.206239533,3.1843516166,3,4,3,3.1207474461,3.2808286518,2,4,112.75263919
916,4,4,3.6515038048,4,3.3689314931,4,3.7475615967,4,4,4,3.8862112732,3,3.8907620599,5,1,4,3.6747851525,1,4,3.8040606797,3.7802876009,4.3264871699,3.8543449002,3.6256627692,3.5294443476,3.6515038048,3.6515038048,5,4,4,4,5,3.6556418989,4,3.9127166576,3.8959284194,3.7977951228,3.8485674944,4,4,4,4,4.1770236489,4,5,110.971514196
917,4.7088780278,4.6404207019,3.8133616243,4.4279263749,3.8501264269,4.6375089687,4,4.5495399935,4.635883044,4.5112704284,3.9828655805,4,5,4,1,4,4.4212250824,3,4.2124041694,5,4,4,4.1469659619,4,4,3.8133616243,3.8133616243,5,4,4,4,5,3.9916893172,4,4.3372286158,4.5153413547,4.3917770853,4.4455531233,1,4.5254237254,4,4.0728625751,3.9785388196,5,5,107.480709329
918,3.8370003918,3.719457078,3.1740037652,3.5057995432,2.9654118392,3.6687380068,3.2689742414,3.4443432612,3.7351424195,3.5881271555,3.4076502875,3.4576531149,3.3901006044,4.1204059836,1,4,3.3799825843,0,3.6194865064,3.1832156768,3.1920775263,3.7288486381,3.2405383694,3.1318657675,3.035868185,3.1740037652,3.1740037652,3,3.8352519634,3.4530299929,3.5113063469,3.5051183491,3.21087053,3,3.5593607614,3.5532026478,3.4762563778,3.4991113061,4,3.7987357898,3.5997415257,3.5539673525,3.7607267982,3.3242815558,4.0893117548,110.823339587
919,4.245445034,4.1721793576,3.9606317766,3.9778099149,4,4.1623932111,4,3.9169424792,4.1949782483,4.0533865169,4,4,4,5,1,4,4,1,4.3136859184,5,4,4,4.3385403224,4,4,3.9606317766,3.9606317766,5,4,5,4,4,4,5,4,4.0885206033,4,4,5,4.3528851015,4,4.2707453324,4.0541605137,4,5,107.480709329
920,3,3,3.4322714776,3,3,3,3,3,3,3,4,4,3,3,1,3,4,4,4,3,3,4,3.7375126894,3,4,3.4322714776,3.4322714776,3,3,3,3,3,3,3,4,3.5005658257,4,4,3,4,4,3,2,2,3,107.134204355
921,3.7222205956,3.5539150499,3.2633842879,3.2919220867,2.8024446577,3.5651603679,3,3.3481326898,3.5757488594,3.402808221,3.2009081085,4,4,4,1,3,3.070529306,3,4,2,3,3,2.7984376249,1,1,3.2633842879,3.2633842879,3,4,4,3,4,3.0012861995,3,3.268143799,3.2817274446,3.1796631852,3.2084263029,4,3.7041220794,3,3.3069478517,3.8596448486,3,3,107.134204355
922,4.0750478904,3.9207349327,3.5433489326,3.8125021078,3.332380693,3.8801482813,3.4655094167,3.6310837326,3.9693113698,3.8489283093,3.7389629956,3.6531584533,3.5734384602,4.5116478707,3,3.3974625508,3.6843151065,0,3.919164054,3.2987801147,3.3097729162,4.005639602,3.3536489888,3.4503831091,3.1821844307,3.5433489326,3.5433489326,4.3086024069,4.1583055083,3.7573299691,3.7619054659,3.8212917734,3.5276887076,3.8720571277,3.8891153114,3.818094912,3.794392014,3.7634984099,4.4813932131,4.0464133566,3.8491628124,3.8445951033,3.9912313948,3.6094891264,4.4459998797,105.914146341
923,4.1317444689,3.9976546203,3.6017199147,3.875950288,3.5451670659,3.9564244388,3.5823368822,3.7277695811,4.0402990162,3.9219401673,3.9118806641,3.8038992177,3.6808642876,4.5838821955,3,3.6149382567,3.7192466979,0,4.0228858717,3.530430939,3.5334414545,4.1096563107,3.5851746753,3.5762054563,3.3618196493,3.6017199147,3.6017199147,4.4148745175,4.2479668705,3.8891510693,3.9386015771,3.8495521654,3.7253695721,4.0237197632,3.9172446113,3.8567213532,3.8207368753,3.8120807124,4.5700638938,4.1225793919,3.997853821,3.9612950521,4.034901506,3.7148653626,4.5291473654,105.914146341
924,4,4.4644520466,4.0271332097,4,4.0844725205,4.4214753429,3.9741133285,4.2216747604,4.4974491231,4.3700018946,4.4250181911,4,5,5,4,4,4.0412598096,1,4,3.9968609913,4.0070324632,4.4846220794,4.0351115012,3.912608402,3.8246075931,4.0271332097,4.0271332097,5,4,5,5,5,4.2501280284,4,4.248773256,4.2002967147,4.1416811567,4.1622614064,5,4,5,4.4255322639,5,4,5,101.342996845
925,3.8772312107,3.7501993599,3.3659325038,3.4869932697,2.8229269989,3.7158833778,3.3571535987,3.4371595208,3.7613366409,3.5850293696,3.3883415747,3.5288407256,3.5876605157,4,1,3,3.4104126219,1,3.6732850487,3,3.2253075773,3,3.282740769,4,3,3.3659325038,3.3659325038,4,4,4,3,4,3.1302483183,3,3.6447636183,3.6316473162,3.5403960278,3.5656476644,5,3.8877455803,3.660525165,3.6122311946,3.9167092045,4,4,110.823339587
926,5,5,4.2343941456,5,5,5,5,5,5,5,5,5,4.0790994443,5,1,5,5,1,5,5,5,4.8914044875,5.2044356476,5,5,4.2343941456,4.2343941456,5,5,5,5,4,5,5,4,4.8102006725,5,5,5,5,5,5,3,5,5,102.654321429
927,3.9470626206,3.8166771045,3.6171844783,3.7388723031,3.5747285396,3.803474978,3.5234382383,3.561376756,3.8732762963,3.7655125548,3.8932518046,3.7351650663,3.4453467004,4.5310069529,4,3.5735799063,3.619968707,0,3.9420011234,3.5520141841,3.5244634649,4.1084996734,3.6033083331,3.5964732271,3.3303206157,3.6171844783,3.6171844783,4.3483568043,4.2191234868,3.8469538259,3.8410585353,3.7532558547,3.7209395822,3.9444624532,3.8222656904,3.7463482376,3.7232436095,3.7045534857,4.5251683103,3.9891012754,3.9391801975,3.8776804099,3.7555865465,3.6541401585,4.4540940051,107.134204355
928,4.5027500636,4.3886268577,3.9704775762,4.1345381352,4.0863268896,4.3353379077,3.9235725908,4.1323590874,4.4036782866,4.2511920126,4.4901683075,4,4.8098190944,5,1,4,3.7847636838,1,4.4455585743,4.1086216456,4.1091169154,4.5201020616,4.1307342267,3.8262657593,3.8293845306,3.9704775762,3.9704775762,5,5,5,4,5,4.2859155099,5,4.0585425871,4.0035015574,3.9102462578,3.9788179659,5,4.5668619333,5,4.4569614916,4.7935840519,5,5,112.75263919
929,5,4.5265182804,4.1301825688,4,4.1374413795,4.5036551341,4.0470845529,4.3107353209,4.5621915741,4.4372125799,4.4362318094,4,4.432351485,5,3,4,4.1562860444,1,4.4869744427,4.0500670915,4.0513637396,4.5149596641,4.0866699892,3.9696227023,3.9117101662,4.1301825688,4.1301825688,4,4,4,5,5,4.2850764581,5,4.3294343995,4.3033727613,4.2429654347,4.2581795536,5,4.6458352997,5,4.4340788488,4.5889002842,4,5,112.276359223
930,4.7804304639,4.5765173555,4.3154308128,4.480779851,3.7676509038,4.5652796549,3.9973361264,4.2932680744,4.637715927,4.5080432069,4,4,5,5,5,2,4.3820042916,1,5,3.6174107764,3.6364936358,4.5343604529,3.6530266519,3.9132210625,3.6449622166,4.3154308128,4.3154308128,4,5,5,4,4,3.9603290077,5,5,4.5140492355,4.5012296126,4.4341160801,4,4.7162772789,5,5,4.730732927,5,5,101.342996845
931,4.7802622477,4.7077330929,4.0129003827,4.5202208586,4.7693263554,4.6498894485,4,4.5716600793,4.7217387912,4.6190264694,4.8806237805,5,5,4,1,5,4,1,4.6791633595,5,4,4,4.575666688,4,4,4.0129003827,4.0129003827,5,5,5,5,3,4.8378945527,5,4,4.2530693342,4,4,5,4.7603679952,5,5,4.7055851663,4,5,107.480709329
932,4.0516118772,3.9780375644,3.5031632948,3.7917627533,3.6309246142,3.9356771288,3.710164993,3.736276651,3.9952548356,3.8673592368,3.9684099516,3.9240363388,3.5291148693,4.507558202,5,3.8269961779,3.6580389331,0,4.0192503209,3.8846663711,3.8605585668,4.1869720807,3.9498470576,3.6807238783,3.5925732481,3.5031632948,3.5031632948,4.4028663448,4.2259645776,3.9182628582,4.0356642683,3.6838512561,3.8269791323,4,3.8248527203,3.8176338576,3.7379594689,3.7866297287,4.5282072393,4.0786824244,4.0895941103,3.9709578166,3.8412146232,3.725182926,4.4787235634,107.480709329
933,4.1743139728,4.0507744556,3.7114547432,3.905724707,3.5540738422,4.0865130472,3.6105238664,3.9228059198,4.0851876645,3.9622694481,3.7310593116,3.7870953614,3.5717821539,3.9386434024,3,3.543774404,3.8420387492,0,3.8549839612,3.5561142215,3.5304082865,3.9043546692,3.5929847984,3.4481201212,3.5242531768,3.7114547432,3.7114547432,3.7499746288,4.0037535306,3.6765448228,3.7836946841,3.6573242095,3.6621957132,3.8726721794,3.8889648817,3.9567108673,3.8772657548,3.8876274916,3.6707402242,4.1120112818,3.8168699919,3.7450054329,3.7118799532,3.53289741,3.8994763101,105.914146341
